Title,Location,Name,Relationship,Date,Source
"Walhalla, Walhalla",Walhalla (Vic.),"Dedman, Harry",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cheshire Arms, Bendigo",Bendigo (Vic.),"Dunne, H",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Her Majestys, Bendigo",Bendigo (Vic.),"Fennessy, E",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"White Horse, California Gully",Bendigo (Vic.),"Gambetta, Matthew",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Linton",Linton (Vic.),"Hanns, Albert",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Trafalgar",Trafalgar (Vic.),"Hough, George",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Union-Australia, Shepparton",Shepparton (Vic.),"Nolan, William Jno",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cardinia, Beaconsfield",Beaconsfield (Vic.),"OCallaghan, M",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Australian, Bendigo",Bendigo (Vic.),"Penno, E",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Fire Brigade, Bendigo",Bendigo (Vic.),"Sandoe, E",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commonwealth, Stawell",Stawell (Vic.),"Singleton, J",Licensee,1908-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Numurkah",Numurkah (Vic.),"Brennan, Lucy N",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Belle Vue Hotel Store & Post Office, Mirboo",Mirboo (Vic.),"Brown, Annie",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Continential, Sorrento",Sorrento (Vic.),"Cooper, Austin",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hindmarsh, Jeparit",Roy St (Jeparit Vic.),"Cordner, Harry",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Murchison, Murchison",corner Bendigo & Goulburn Weir Rds (Murchison Vic.),"Darby, R Calvin",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lake View, Mallacoota",Mallacoota (Vic.),"Dorran, John A",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge Inn, Yan Yean",Plenty Rd (Yan Yean South Vic.),"Gillian, Patrick",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Wonga, Gellibrand",Gellibrand (Vic.),"Marshall, T A",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Murtoa",Marma St (Murtoa Vic.),"Mason, Hy",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kyabram, Kyabram",Allan St (Kyabram Vic.),"McCormack, L",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Sale",Foster St (Sale Vic.),"OConnor, James",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bank, Inglewood",Inglewood (Vic.),"Phillips, Mary",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Lucknow",Lucknow (Vic.),"Reid, Janet",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Darnum",Darnum (Vic.),"Spicer, Thomas (Sen)",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Border Inn, Berwick",Berwick (Vic.),"Steele, Albert B",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Toongabbie",Toongabbie (Vic.),"Toll, Frank",Licensee,1908-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Horsham",Horsham (Vic.),"Anderson, James",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Coalville, Coalville",Coalville (Vic.),"Baker, Thomas",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Frenchmans Inn, Cressy",Cressy (Vic.),"Bown, S",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Club, Kaniva",Kaniva (Vic.),"Bruder, James",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Deans Marsh, Deans Marsh",Deans Marsh (Vic.),"Cahill, Martin J",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Pelican Hotel & Berlin Coach Office, Inglewood",Inglewood (Vic.),"Donaldson, John",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Kirkstall, Kirkstall",Kirkstall (Vic.),"Fitzgerald, Catherine",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown, Echuca",Pakenham St (Echuca Vic.),"Fleming, C",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Standard, Toora",Toora (Vic.),"Ganseck, C C",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harp of Erin Hotel & Post Office, Bullengarook",Bullengarook (Vic.),"Gorman, William",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Branxholme, Branxholme",Branxholme (Vic.),"Gough, James R",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand, Mornington",Main St (Mornington Vic.),"Harrison, Louis",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Meeniyan Hotel & Store, Meeniyan",Meeniyan (Vic.),"Healy, Michael",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Horsham",Horsham (Vic.),"Hennessy, John J",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Murtoa",Murtoa (Vic.),"Hogan, A B",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Moorabee, Knowsley",Knowsley (Vic.),"Hunter, Alice",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Emu Flat, Kentbruk",Kentbrouk (Vic.),"Kerr, Mark",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Caledonian Family, Echuca",corner Hare & Darling St (Echuca Vic.),"King, Elizabeth H",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Elmore, Elmore",Elmore South (Vic.),"Knight, John H",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Foster",Foster (Vic.),"Lake, W C",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lucknow, Lucknow",Lucknow (Vic.),"Lane, Samuel B",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Fern Tree Gully, Ferntree Gully",Fern Tree Gully (Vic.),"Lording, E",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Little River Inn, Ensay",Ensay (Vic.),"Lyall, S C",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lagoon Hotel & Store, Kiewa",Kiewa (Vic.),"McDermott, Felix",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"White Horse, Sebastian",Main St (Sebastian Vic.),"McDonald, Julia",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Murtoa",Murtoa (Vic.),"McKean, L",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Yea",Yea (Vic.),"McLeish, Daniel M A",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Avoca",High St (Avoca Vic.),"Mockett, Minnie",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cowwarr, Cowwarr",Cowwarr (Vic.),"Morgan, F",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Crossley",Crossley (Vic.),"Murphy, Patrick",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cudgee Hotel & Store, Cudgee",Cudgee (Vic.),"OCallaghan, S",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bay View, Warrnambool",corner Banyan & Merri Sts (Warrnambool South Vic.),"Owen, Ernest",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown, Buninyong",Buninyong (Vic.),"Quarrell, John",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Seven Creeks Hotel & Store, Kialla West",Euroa Kialla West (Vic.),"Ramage, Sarah J",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Glengarry",Glengarry (Vic.),"Smith, S",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Telegraph, Chiltern",Chiltern (Vic.),"Smythe, Hugh P",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Borung, Borung",Borung (Vic.),"Spalding, Bethia",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Marlo, Marlo",Marlo (Vic.),"Stewart, Samuel P",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cumberland, Castlemaine",Barker St (Castlemaine Vic.),"Torrens, F",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cumberland, Castlemaine",Barker St (Castlemaine Vic.),"Torrens, T",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Fish Creek, Fish Creek",Fish Creek (Vic.),"Unger, Andrew F",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cann River, Cann River",Cann River (Vic.),"Ward, Samuel",Licensee,1908-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Strathdownie Hotel & Store, Strathdownie",Strathdownie (Vic.),"Balkin, Edward J",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Harrietville, Harrietville",Harrietville (Vic.),"Barry, Thomas R",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Cricket Club, Charlton",Charlton (Vic.),"Bennett, James S",Not identified,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rushworth, Rushworth",Rushworth (Vic.),"Considine, Elizabeth",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Winchelsea, Winchelsea",Winchelsea (Vic.),"Considine, Mary",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Winchelsea, Winchelsea",Winchelsea (Vic.),"Considine, P",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"National Hotel Store & Post Office, Woolsthorpe",Woolsthorpe (Vic.),"Crowe, Jno E",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ondit Hotel & Public Hall, Beeac",Beeac (Vic.),"Danaher, K M",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Esplanade, Queenscliff",Queenscliff (Vic.),"Dewar, A Ken",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown, Sale",Raymond St (Sale Vic.),"Dinneen, Michael G",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Horse & Jockey Hotel & Post Office, Orford",Orford (Vic.),"Fitzpatrick, Ellen A",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, St James",St James (Vic.),"Flynn, James",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"New Family, Drouin",Drouin (Vic.),"Hayes, E J",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Swan Reach, Swan Reach",Swan Reach (Vic.),"Jelleff, George",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Nhill",Nhill (Vic.),"Kemp, William",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Dark Bonee, St Arnaud",St Arnaud North (Vic.),"Kew Ming, Louisa",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Evans, Bealiba",Bealiba (Vic.),"Logan, Chandler E",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Exchange, Scarsdale",Scarsdale (Vic.),"Mackie, John",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Wedderburn",Wedderburn (Vic.),"Maloney, Michael L",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Shepparton",High St (Shepparton Vic.),"Maloney, Cath",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shepparton, Shepparton",Shepparton (Vic.),"Maltby, Edward J",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Eldorado, Smythesdale",Smythesdale (Vic.),"McCarthy, Mary",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tarnagulla, Tarnagulla",Tarnagulla (Vic.),"Norwood, S H",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hill Top, Omeo",Day St (Omeo Vic.),"Rae, John",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Warracknabeal",Warracknabeal (Vic.),Rogers Bros,Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Stream, Newtown",Newtown (Vic.),"Sharp, H",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Goulburn Valley, Shepparton",Shepparton (Vic.),"Ware, George F",Licensee,1908-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woolpack, St Arnaud",St Arnaud North (Vic.),"Anderson, Alex",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Yandoit",Yandoit (Vic.),"Batt, Samuel",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Long Beach, Carrum",Carrum (Vic.),"Heffernan, T M",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Tarnagulla",Tarnagulla (Vic.),"Ison, I",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Star, Harrietville",Harrietville (Vic.),"Long, Hy",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Miners Rest, Stawell",Stawell (Vic.),"Seary, Thomas",Licensee,1908-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lamb Inn, Portland",Percy St (Portland Vic.),"Bourband, Jean L E",Licensee,1908-1920,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bull & Mouth, Avoca",Avoca (Vic.),"Abbott, T",Other,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way House, Stawell",Horsham Rd (Stawell Vic.),"Adams, H",Other,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way House, Stawell",Horsham Rd (Stawell Vic.),"Adams, T",Other,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way House, Stawell",Horsham Rd (Stawell Vic.),"Adams, W",Other,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ten Mile Hotel Store & Post Office, Ten Mile",Ten Mile (Vic.),Allen Bros,Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Euroa",Euroa (Vic.),"Anderson, J",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Mansfield",Mansfield (Vic.),"Andrews, M",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Alberton",Alberton (Vic.),"Barry, C",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, East Murchison",Murchison East (Vic.),"Barry, F W",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Caledonian, Stawell",Patrick St (Stawell Vic.),"Bass, Naomi",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grand Junction, Traralgon",Franklin St (Traralgon Vic.),"Beeston, E",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Yarram, Yarram",Yarram Yarram (Vic.),"Benusse, F E",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge, Mitta Mitta",Mitta Mitta (Vic.),"Blair, Thomas",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Wallan",Wallan Wallan (Vic.),"Bond, Margaret",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ironbark, Ironbark",Bendigo (Vic.),"Boucher, M",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Tahara, Tahara",Tahara (Vic.),"Bourke, A",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Pimpinio",Pimpinio (Vic.),Bowidoff,Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Leigh Road, Bannockburn",Bannockburn (Vic.),"Broderick, Patrick",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Southern Cross, Moyhu",Moyhu (Vic.),"Brooks, C",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Winslow, Winslow",Winslow (Vic.),"Burke, R J",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Horse & Jockey, Wangaratta",Ryley St (Wangaratta Vic.),Byfield,Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Armstrongs Hotel & Store, Armstrongs",Armstrongs (Vic.),"Byrne, A",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Haymarket, Castlemaine",Castlemaine (Vic.),"Campbell, M",Licensee,1909,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
